"total_floor_area","co2_emissions_current","co2_emissions_potential","number_habitable_rooms","average_income","london_zone","num_tube_lines","longitude","num_rail_lines","distance_to_station","population","energy_consumption_current","energy_consumption_potential","num_light_rail_lines","altitude","latitude","id","asking_price","predicted_price","profit","buy"
97,8.5,3.7,5,66900,6,0,0.084559,1,0.5890872,50,433,169,0,81,51.368799,14708,521000,518129.790828814,-0.00550903871628729,0
83,8.6,2.5,4,72000,4,0,0.056655,1,0.8308118,46,583,169,0,90,51.4187,3795,523000,518653.068583417,-0.00831153234528234,0
92,5.2,2.1,5,51700,5,0,-0.070958,0,0.5151406,158,319,130,1,25,51.647221,1889,471000,466632.769101732,-0.0092722524379363,0
128,5.1,1.9,6,65200,5,0,-0.093268,1,0.3032432,55,226,84,0,32,51.644304,7298,794000,786293.119979328,-0.00970639801092205,0
48,2.1,1.3,3,44200,3,0,-0.091965,0,0.863746,139,246,151,1,19,51.585805,7810,308000,304909.156317075,-0.0100352067627419,0
96.6,4.9,4.4,6,56200,3,0,-0.04358,0,1.2757342,70,271,240,1,49,51.388276,14424,504000,498764.303397809,-0.0103882869091082,0
178,5.3,3.5,7,55900,2,0,-0.10321,1,0.7040462,193,153,97,0,31,51.448483,9672,1085000,1073668.32267408,-0.0104439422358673,0
123,4.7,2.7,5,68200,3,0,-0.264103,1,0.2218398,33,216,122,0,9,51.468159,8270,1015000,1004372.98952939,-0.0104699610547883,0
104,4.5,1.7,6,45300,3,0,0.045326,0,0.562367,173,244,89,1,12,51.546595,3547,459000,454162.255122782,-0.0105397491878391,0
98,4,1.9,6,57800,4,0,-0.162184,1,0.5101694,59,234,107,0,28,51.377813,5467,493000,487714.112860693,-0.010721880607114,0
106,5.4,3.1,4,67300,5,0,0.042468,1,2.1164884,44,290,161,0,75,51.376933,11443,504000,498477.928705297,-0.0109564906640942,0
62,2.5,1.5,4,50700,3,1,-0.038768,0,0.233025,104,208,129,1,12,51.584577,297,436000,431209.494195214,-0.0109873986348311,0
69,2,1.6,3,43200,2,0,-0.070545,1,1.0526516,107,168,133,1,7,51.482786,850,386000,381748.229665219,-0.0110149490538379,0
75,3.3,1.1,4,54400,3,0,-0.046479,0,1.1427546,49,253,78,1,108,51.344808,7233,412000,407165.43740022,-0.0117343752421839,0
84,5.8,2.2,4,57500,6,0,-0.301683,1,0.3243708,42,393,147,0,39,51.368741,8468,402000,397049.690045644,-0.0123142038665572,0
70,2.7,2.7,4,62700,3,0,-0.179368,1,0.462943,135,230,227,0,20,51.444456,4454,497000,490844.50336209,-0.0123853051064586,0
81,3.5,1,5,56000,6,2,-0.447333,0,0.351091,70,241,66,0,39,51.551308,14558,474000,468057.00925949,-0.0125379551487556,0
71,2.9,1,3,57100,4,0,-0.333503,1,0.5921942,41,235,74,0,11,51.470785,8600,433000,427497.986441969,-0.0127067287714335,0
101,5.6,1.8,5,62500,6,1,0.253932,0,0.8743098,54,314,102,1,22,51.552334,7540,557000,549530.81032193,-0.0134096762622448,0
51,2.1,1.8,2,58900,3,0,0.07278,0,0.5971654,75,242,207,1,6,51.50168,1446,292000,287814.399625751,-0.0143342478570163,0
59,1.5,1.4,2,48900,4,2,-0.296625,1,0.1037738,79,142,136,1,38,51.551654,12562,229000,225714.924332355,-0.0143453085923351,0
106,5.1,1.9,5,49200,4,0,-0.004473,0,0.7593508,116,275,101,1,24,51.599682,15881,510000,502673.778942645,-0.014365139328148,0
64,4.6,3,3,45800,6,2,-0.478377,0,0.9656556,120,411,267,0,38,51.536896,2104,294000,289700.488546627,-0.0146241886169136,0
78,3.6,1.6,4,61600,6,0,0.102421,1,0.344877,95,258,110,0,94,51.359478,5901,414000,407765.358007549,-0.0150595217208971,0
127,6.5,2.5,5,58200,3,0,-0.080933,0,0.6133218,43,291,110,1,85,51.370782,15234,625000,615553.467666934,-0.0151144517329056,0
49,4.9,2.5,2,75400,5,0,-0.185552,1,0.7755072,160,593,299,0,86,51.354157,4879,241000,237295.12685983,-0.0153729175940656,0
103,3.1,1.6,5,41800,4,1,0.102573,0,0.6257498,135,173,84,0,42,51.608568,9888,391000,384960.502548318,-0.0154462850426655,0
62,4.2,3.2,3,68800,2,0,-0.02146,0,0.4548648,75,384,296,1,4,51.494163,8664,456000,448944.780268454,-0.0154719730954956,0
96,5,1.8,5,70300,5,0,-0.331149,1,0.6624124,59,297,106,0,9,51.437408,9258,758000,746177.958932435,-0.0155963602474477,0
95,4.1,1.6,5,63100,3,0,-0.183631,1,0.6344494,116,246,92,0,12,51.436366,8531,747000,735341.336920484,-0.0156073133594592,0
83,2.3,1.9,4,60400,6,2,-0.42708,0,0.3256136,117,158,129,0,54,51.572287,14007,458000,450807.462533231,-0.0157042302767872,0
74,3.1,1,6,50200,3,0,-0.299616,1,0.5549102,43,243,77,0,13,51.493463,14622,501000,493070.416553048,-0.0158275118701639,0
72,3,0.6,4,50800,4,0,-0.367206,1,1.600105,88,236,43,0,38,51.526085,11774,397000,390611.424713498,-0.0160921291851441,0
59.5,3,2.3,3,50500,3,1,-0.019751,0,0.416338,65,261,204,1,33,51.588718,6272,386000,379768.509300448,-0.0161437582889957,0
141,5.9,2.7,9,63400,4,1,0.027433,0,0.9128366,33,240,110,0,36,51.600214,4764,771000,758197.139219532,-0.0166055263041095,0
111,5.3,2.1,4,50500,3,0,-0.068625,0,0.4772352,119,271,107,1,49,51.392504,609,482000,473785.542027818,-0.0170424439256898,0
79,5,1.5,4,75100,3,0,-0.193481,0,0.0938314,66,332,94,1,16,51.410619,11497,598000,587175.724408455,-0.0181007953035868,0
77,3.1,1.2,4,48300,3,2,0.046554,0,0.9314786,138,229,83,0,9,51.531529,9766,391000,383893.907880497,-0.0181741486432311,0
66.68,5.3,5.2,4,59500,6,0,0.0995,1,0.997347,70,411,405,0,66,51.381671,1835,379000,371745.42069153,-0.019141370207044,0
103,5.3,1.4,5,58000,3,0,-0.045384,1,0.6164288,137,294,74,1,35,51.441696,8931,605000,593360.338748155,-0.0192391095071823,0
46,2,1.7,2,45100,6,0,0.182364,1,0.7506512,70,261,223,0,5,51.482219,15742,166000,162755.487750337,-0.0195452545160436,0
95,3,0.8,4,44600,5,0,-0.417312,1,1.090557,62,178,48,0,36,51.516575,5711,414000,405889.12604032,-0.0195914829943954,0
74,2.1,0.9,4,41000,4,0,0.077665,1,0.4157166,68,160,65,0,41,51.439894,834,333000,326415.598841511,-0.019772976451918,0
94,6.8,2.8,5,58700,6,0,-0.069476,1,1.6299322,46,410,165,0,160,51.325828,2496,481000,471199.654020159,-0.0203749396670283,0
65.36,3.6,2.8,3,38300,3,0,-0.072164,0,0.4554862,123,333,253,1,15,51.60379,6015,354000,346753.563253961,-0.0204701602995449,0
106,3.4,1.7,6,56700,5,0,-0.069595,0,0.2131402,67,184,90,1,23,51.640527,2784,557000,545343.873754821,-0.0209266180344318,0
97,5.7,3.6,4,38700,5,0,-0.036518,1,0.4051528,72,335,205,0,16,51.646435,5996,410000,401402.441729423,-0.0209696543184793,0
51,0.9,0.8,2,56000,2,0,-0.089941,1,0.3778112,38,90,83,0,23,51.5425,13962,420000,411014.250134659,-0.0213946425365254,0
159,3.8,2.3,6,50900,4,0,-0.325014,1,0.587223,83,136,80,0,61,51.55744,15248,744000,727989.247139891,-0.0215198291130503,0
125,5.5,3.4,7,53400,5,0,-0.155538,1,0.6655194,52,251,152,0,34,51.369058,7839,556000,543749.799110897,-0.0220327354120564,0
128,7.4,2.6,5,59100,3,0,0.021157,0,0.8631246,119,325,114,1,20,51.563579,10117,783000,765566.357116797,-0.0222651888674372,0
109,4.6,1.6,5,45100,3,0,-0.030086,1,0.4045314,48,221,74,0,23,51.440415,10489,491000,479989.425567993,-0.0224247951772037,0
88,3.1,2.6,4,47000,3,1,-0.098303,0,0.323128,169,202,169,0,21,51.592337,10155,492000,480636.205072271,-0.0230971441620499,0
63,3.6,3.5,3,64300,4,0,-0.257045,1,0.2597452,59,297,286,0,18,51.401861,11906,390000,380920.692203871,-0.0232802764003307,0
120,6.4,2.3,5,53100,4,0,-0.33072,1,1.0613512,20,276,97,0,9,51.465377,15426,641000,625854.643923648,-0.0236277005871333,0
53,3.2,1.1,2,73000,2,0,-0.164574,1,0.4082598,86,311,112,1,18,51.462048,4658,504000,492089.570115167,-0.0236318053270495,0
83.91,5.1,3,5,41500,6,0,0.236047,1,1.3198536,99,423,244,0,72,51.609746,737,348000,339369.828976282,-0.0247993420221774,0
59,2.5,1.6,3,54700,3,0,-0.028465,1,0.720824,71,239,148,0,11,51.572831,7911,375000,365557.182827858,-0.0251808457923795,0
43.26,3.6,3.6,2,51800,3,0,-0.268998,1,0.111852,11,470,464,0,31,51.516449,550,267000,260271.653737596,-0.0251997987355937,0
67,2.6,0.7,3,68800,6,0,-0.30833,1,1.7386772,66,225,58,0,9,51.43004,7216,522000,508361.624735096,-0.0261271556798936,0
199,11,3.1,10,49600,3,1,-0.206999,0,0.5573958,59,304,87,0,58,51.582763,9436,1343000,1307608.58457101,-0.0263525059039381,0
90,3.4,1,5,45100,4,0,-0.039925,1,0.6021366,103,212,59,0,30,51.430741,6101,414000,403080.215087869,-0.0263762920582869,0
69,2.7,0.9,5,76700,3,0,-0.193704,1,0.4026672,65,223,67,0,11,51.442169,2762,647000,629632.319965863,-0.0268434003618813,0
50,1.3,1.1,2,45300,3,0,0.010186,0,0.7282808,131,150,132,1,9,51.539892,10717,248000,241260.257523886,-0.0271763809520712,0
86,4.8,1.9,4,45100,6,0,0.169909,1,0.7804784,61,318,123,0,5,51.48593,2011,335000,325847.092542342,-0.0273221118139044,0
118,4.5,1.7,5,71600,3,1,-0.183106,0,0.9526062,46,215,82,0,72,51.58833,7517,1021000,992848.788567194,-0.027572195330858,0
104,3.1,1.7,3,58800,2,0,-0.027972,1,0.5083052,85,168,91,1,41,51.464093,1696,665000,646263.418031914,-0.0281753112302051,0
69,2.2,0.7,5,49700,4,0,0.092175,1,0.9109724,77,180,55,0,2,51.499816,8123,342000,332276.361555688,-0.0284316913576377,0
66,2.9,1.1,4,56500,5,0,0.092793,1,1.1259768,96,256,91,0,34,51.445371,8648,380000,369044.044874558,-0.0288314608564273,0
72,3.6,1.1,3,43700,6,0,0.177161,1,1.3509236,111,284,82,1,12,51.563134,8131,325000,315523.491398244,-0.0291584880054033,0
101,3.7,3.3,4,60300,4,0,0.001019,1,0.2355106,21,211,185,0,43,51.405409,1048,509000,494088.586848679,-0.0292955071735181,0
93,5,1.4,3,54800,3,0,-0.121966,1,0.7630792,86,301,82,0,52,51.42936,14537,543000,527048.865240346,-0.0293759387838939,0
51,3.2,1.3,3,43300,3,0,-0.098368,1,0.5567744,59,329,132,0,65,51.425014,13725,331000,321258.299285999,-0.0294311199818748,0
79,4.2,1.9,5,61600,5,0,0.010341,1,0.5431036,47,304,135,0,55,51.382893,15420,440000,426856.108709996,-0.0298724802045543,0
144,6,2.7,7,57600,5,0,0.125828,1,0.540618,129,235,104,0,48,51.468149,3443,627000,608030.898499858,-0.0302537503989504,0
92,4.8,2.3,4,48600,4,0,-0.090472,1,1.0464376,91,297,140,0,25,51.625878,6386,483000,468290.165983449,-0.03045514289141,0
126,6.9,2.1,5,55100,4,1,0.07086,0,0.6077292,92,309,91,0,29,51.583242,15399,616000,597238.882404923,-0.0304563597322681,0
87,4,1.4,5,60700,5,2,-0.409714,0,1.1862526,91,260,92,0,50,51.587798,12807,552000,535066.491598439,-0.0306766456550021,0
75,2.4,0.9,4,41200,3,0,0.026895,0,0.320021,125,184,66,1,2,51.514146,11051,379000,367372.28598895,-0.0306799841980202,0
69,3.2,1.5,3,47900,4,0,0.042746,1,0.7655648,94,264,122,0,35,51.460607,10025,318000,308204.441583466,-0.0308036428192885,0
84,5,1.6,5,61900,6,0,-0.381232,1,0.7897994,17,308,95,0,20,51.42276,4625,556000,538716.187618783,-0.0310859934913969,0
76,2.5,0.8,5,51500,4,0,-0.107435,1,0.4281446,110,184,53,0,43,51.399459,2232,374000,362208.042009409,-0.0315292994400842,0
104,5.6,2.2,5,46900,4,0,-0.200307,1,0.214383,136,303,117,0,34,51.389475,4692,455000,440632.700266218,-0.0315764829313894,0
66,2.3,1.5,3,55400,5,0,-0.230053,1,1.354652,39,197,133,0,43,51.370981,5479,285000,275959.95053251,-0.0317194718157536,0
163,5.9,4.1,8,43600,5,0,0.13252,1,0.7102602,152,204,140,0,20,51.433792,7791,552000,534373.486867407,-0.0319320890083198,0
99.91,4.3,3.2,4,65100,2,2,-0.181218,0,0.3032432,97,223,166,0,33,51.526784,15338,1044000,1010111.74394812,-0.0324600153753674,0
113,3.7,2.3,6,63800,4,0,-0.25035,1,0.9805692,120,185,113,0,16,51.414036,14583,760000,734990.129706951,-0.0329077240698014,0
139,4.8,2.5,7,48200,3,0,-0.031977,1,0.450515,66,195,101,0,23,51.441606,9529,617000,595781.861788217,-0.0343892029364393,0
56,2.4,1.1,3,45200,4,0,-0.075047,1,0.6381778,35,243,117,1,67,51.404921,12685,295000,284776.702283323,-0.0346552464972094,0
136,4.8,2.9,6,48300,3,0,-0.254022,1,0.9998326,85,200,118,0,70,51.584299,9815,718000,692933.108346504,-0.0349121053669857,0
84,2.4,1.1,4,57200,5,0,-0.021151,1,0.4150952,96,175,82,0,71,51.379446,1187,422000,407040.079133892,-0.0354500494457527,0
86.64,6.8,3.4,5,48100,5,0,0.092145,1,1.252121,127,432,213,0,70,51.424564,3402,403000,388578.10634772,-0.0357863366061538,0
80,3.4,0.8,5,48500,3,0,-0.152313,1,0.21749,84,243,57,0,25,51.406695,15777,410000,395277.909671248,-0.0359075373871989,0
81,3,1.6,3,59100,3,0,0.022046,1,0.8861164,96,210,112,0,44,51.476901,9138,427000,411620.307834193,-0.0360180144398291,0
58,2.7,2.5,5,65100,2,1,-0.099469,0,0.3144284,151,267,240,0,31,51.559911,11859,547000,527211.046073232,-0.0361772466668511,0
273,12,6.4,8,57500,1,3,-0.140835,1,0.201955,97,224,120,0,17,51.496062,9578,3873000,3731740.67353645,-0.0364728444264267,0
69,2.9,1.8,3,42300,6,0,0.110605,1,1.2104872,79,243,148,0,38,51.411247,12142,280000,269689.436803371,-0.0368234399879599,0
153,12,1.8,7,48300,1,3,-0.104686,1,0.2566382,44,414,60,0,5,51.49685,13541,1528000,1471186.16241044,-0.0371818308832174,0
112,4.5,1.7,5,54000,6,0,0.141384,1,1.0663224,54,228,85,0,35,51.450141,6494,495000,476592.483441952,-0.0371869021374712,0
87,5,2.1,4,63900,6,0,-0.298191,1,0.5828732,79,325,136,0,12,51.407124,13483,602000,579563.210205403,-0.0372704149411906,0
55,1.1,1.1,3,50500,5,0,0.12701,1,0.739466,64,113,113,0,31,51.433181,10434,247000,237737.159711341,-0.0375013776868776,0
77,4.3,1.8,4,60700,5,2,-0.402515,0,0.615186,75,315,128,0,55,51.584805,9353,479000,460977.609912162,-0.0376250314986173,0
50,1.4,1.4,2,56100,4,0,0.018057,1,0.2336464,101,163,163,0,68,51.411628,13514,250000,240559.69617233,-0.0377612153106781,0
178,6.4,3.4,6,65800,3,0,-0.128213,1,0.9333428,134,205,106,0,43,51.58301,3498,1204000,1158150.88315862,-0.0380806618283862,0
86,5.3,2.6,5,53500,5,0,0.132402,1,0.5182476,143,349,167,0,52,51.470494,4914,410000,394355.105475427,-0.0381582793282263,0
110.94,4.2,3.2,4,63200,2,0,-0.170993,1,1.1657464,58,226,173,1,6,51.479019,90,1127000,1083382.04109981,-0.0387027141971474,0
67,3,0.9,3,40800,5,0,0.124929,1,1.0458162,202,251,76,0,12,51.557204,9011,304000,292159.496948585,-0.0389490231954457,0
56,2,1.4,3,52700,3,0,-0.008798,0,0.2274324,99,205,141,1,16,51.56749,7877,387000,371886.263084953,-0.0390535837598118,0
94,4.3,2.3,5,44000,3,1,-0.002084,0,0.4623216,235,261,139,0,10,51.555092,9442,480000,461221.283467041,-0.0391223261103307,0
68,3.1,2.6,3,61500,5,0,-0.092858,1,0.0975598,75,262,221,0,62,51.362811,12682,306000,294015.379679695,-0.0391654258833481,0
93,4.2,1.6,5,51000,6,1,0.207056,0,0.8923304,47,257,93,0,11,51.54316,9071,429000,412045.721791275,-0.039520462025,0
38,2.6,1.3,2,62800,3,1,-0.294739,0,0.4759924,40,356,171,0,42,51.51991,8334,342000,328447.652743626,-0.0396267463636657,0
46.1,1.7,1.7,2,46500,2,0,-0.029006,0,0.2709304,45,250,240,1,13,51.543623,5655,313000,300562.787018426,-0.0397355047334627,0
142,5.9,2.3,5,62000,6,1,-0.410726,0,0.7686718,97,237,90,0,109,51.614644,15376,826000,793129.623097881,-0.0397946451599501,0
202,6.8,3,7,73500,3,0,-0.176247,1,0.6263712,57,226,104,0,33,51.446197,7686,1662000,1595545.25188555,-0.0399848063263826,0
160,2.6,1.6,5,73900,1,2,-0.188721,0,0.2466958,34,93,59,0,23,51.501892,8752,2970000,2845354.63470171,-0.0419681364640702,0
132,9.1,3.4,7,67700,4,1,0.033737,0,0.5897086,95,392,144,0,16,51.58167,14100,819000,784609.697909608,-0.04199060084297,0
90.2,4.3,4.1,4,54000,5,0,0.130674,1,0.9917544,82,246,236,0,29,51.448861,15004,429000,410828.404550184,-0.0423580313515521,0
68.95,5.3,4.9,3,52200,2,0,-0.05457,0,0.4231734,98,511,474,1,21,51.552215,4161,510000,488393.968373999,-0.0423647678941203,0
86,4.2,1.8,4,36500,6,0,0.214319,1,1.7007718,78,276,118,0,50,51.609016,8527,341000,326427.38432366,-0.0427349433323749,0
79,3,0.9,5,60700,5,2,-0.409614,0,1.1576682,42,214,60,0,47,51.586528,5956,519000,496779.273042646,-0.0428145028080047,0
59,2.3,1.5,3,47600,4,1,-0.133537,0,0.727038,35,202,136,0,70,51.639672,9116,342000,327322.883661637,-0.042915544849014,0
62,2.6,1.6,3,40300,3,1,-0.06653,1,0.2914366,65,214,133,1,12,51.585478,3514,364000,348252.140412444,-0.0432633505152626,0
82.9,4.1,2.5,4,42400,6,0,0.164175,1,2.8416622,94,260,158,1,37,51.610239,2912,353000,337548.581484384,-0.0437717238402714,0
50,1.5,1,2,52600,4,0,-0.043992,1,0.71461,63,164,119,0,35,51.426169,4221,242000,231369.820835363,-0.0439263601844498,0
268,8.5,5.4,7,66000,2,1,-0.146135,0,0.5008484,150,179,113,0,21,51.465211,2369,2492000,2382531.05211806,-0.0439281492303126,0
102.2,5.5,5.3,3,53500,3,0,-0.001483,1,0.1224158,75,353,338,0,15,51.454867,11035,548000,523860.754814496,-0.0440497174917949,0
79,4.6,1.1,4,48900,6,0,0.194007,1,0.6046222,77,304,67,1,27,51.577101,13522,392000,374720.292240853,-0.0440808871406812,0
40,0.8,0.8,2,48600,4,2,0.080299,0,0.1920126,63,113,113,1,10,51.538004,14189,219000,209278.201905256,-0.0443917721221186,0
109,4.7,2.8,6,66900,6,0,0.08125,1,0.7742644,46,209,114,0,87,51.367114,4998,564000,538943.589327487,-0.0444262600576477,0
105,3,1.5,5,43800,5,1,-0.391187,0,1.4360554,131,163,81,0,32,51.486967,10897,460000,439325.585342868,-0.0449443796894171,0
77,2.5,0.7,5,57500,6,0,-0.304676,1,0.7189598,51,184,47,0,38,51.372102,1145,429000,409639.553448176,-0.0451292460415467,0
47.33,2.3,1.9,3,50900,3,0,-0.02766,0,0.2901938,145,249,213,1,16,51.580083,8006,343000,327240.958949202,-0.0459447260956212,0
112.9,6.2,6,6,54000,6,0,0.211182,0,0.4983628,97,300,292,1,26,51.572986,13436,579000,552222.764386551,-0.0462473844791874,0
65.1,5,3.6,3,44600,5,0,-0.40319,1,1.4111994,131,456,327,0,34,51.518559,13759,308000,293698.671673839,-0.0464328841758484,0
71.1,2.2,2,2,53600,1,5,-0.117531,1,0.3026218,75,208,189,0,14,51.50364,4271,653000,622524.983732432,-0.0466692439013294,0
51.3,2.3,1.6,4,57900,4,0,-0.24472,1,1.0433306,133,275,188,0,16,51.40933,11052,384000,366021.751918283,-0.046818354379472,0
121,7.4,2.2,6,57200,5,0,-0.002614,1,0.6630338,85,346,100,0,63,51.383403,2022,589000,561340.324795739,-0.0469603993281163,0
63,2.3,2,4,59200,5,1,-0.417813,0,0.658684,64,208,180,0,39,51.562406,3418,363000,345898.369229681,-0.0471119304967473,0
67,4.4,1.8,3,80600,2,0,-0.158914,1,0.5605028,96,369,155,1,23,51.464271,13198,604000,575107.78014406,-0.0478348010859929,0
105,4.7,1.6,5,54200,3,0,-0.013958,1,0.5816304,118,250,84,0,23,51.437705,5650,578000,550221.141378103,-0.0480603090344246,0
135,7.2,3,5,65000,4,0,-0.25151,1,0.7543796,73,301,126,0,23,51.393802,8248,836000,795565.32815377,-0.0483668323519497,0
135,10,2.6,5,65800,4,1,-0.195558,0,0.6704906,37,417,106,0,77,51.617253,3126,917000,872344.33094664,-0.048697567124711,0
78,3.1,1,3,49900,5,0,-0.073419,0,0.4144738,105,226,70,1,29,51.651569,1252,432000,410959.66830065,-0.048704471526273,0
120,5.9,3.3,5,58500,4,2,-0.317838,0,0.2230826,155,279,153,1,51,51.584988,13618,671000,638182.272447167,-0.0489086848775452,0
136,8.7,3.8,8,59500,5,0,-0.138444,1,1.2415572,87,361,158,0,90,51.350577,14048,677000,643603.642118214,-0.0493299230159315,0
48.18,2.4,1.6,3,43400,3,1,-0.237516,0,0.565474,59,298,203,0,50,51.546815,8274,302000,287097.859867111,-0.0493448348771145,0
78,1.1,1.1,3,63800,6,0,-0.31874,1,0.37284,4,82,82,0,12,51.417618,10040,539000,512152.73993315,-0.0498093878791272,0
71,4.8,1.2,3,55000,4,0,0.060482,1,1.295619,32,380,93,0,80,51.425125,13601,390000,370555.519153308,-0.049857643196647,0
116,6.7,2.9,5,60400,3,0,-0.019607,1,0.1280084,68,329,143,0,16,51.458862,355,711000,674917.195077183,-0.0507493740124012,0
86.48,1.9,1.7,3,66400,2,0,-0.183075,1,0.500227,48,133,121,0,6,51.466689,9277,729000,691961.567848831,-0.0508071771620979,0
42,1,1,2,63400,4,1,0.025663,0,0.6860256,48,140,133,0,39,51.598087,10756,262000,248606.569949681,-0.0511199620241164,0
134,5.1,2.5,4,66700,1,5,-0.180985,1,0.3131856,48,200,95,0,28,51.514542,14201,2006000,1902923.60754236,-0.0513840440965291,0
174,9.5,2.7,6,69200,1,2,-0.19786,0,0.4554862,20,309,87,0,11,51.497051,6620,3113000,2951697.85559517,-0.0518156583375624,0
55.47,3.2,3.1,2,58800,3,0,-0.032718,1,0.2038192,79,342,334,0,28,51.455827,15464,376000,356469.662016735,-0.0519423882533631,0
60.2,2.7,2.6,3,54200,2,0,-0.049474,1,0.2852226,197,230,221,0,38,51.465658,8031,477000,452211.423671143,-0.0519676652596585,0
106,5.8,2.3,5,43600,6,1,0.225736,0,0.4237948,77,312,122,0,32,51.558052,6427,441000,418026.124261595,-0.0520949563229146,0
85,4.9,1.9,4,42400,6,0,0.177031,1,3.1461482,58,331,125,0,71,51.607843,5420,368000,348746.079850247,-0.0523204351895473,0
229,11,3.5,9,60200,4,0,-0.008805,1,0.1454076,23,288,97,0,56,51.414596,598,1281000,1213823.73920517,-0.0524404846173558,0
76,2.6,1.2,4,50500,6,0,-0.470898,1,1.0669438,136,192,83,0,30,51.499132,10387,397000,376137.533894409,-0.0525502924574087,0
61,2.8,0.8,3,77300,3,0,-0.157441,1,0.5816304,78,259,71,0,25,51.450093,2314,553000,523214.049635177,-0.0538624780557376,0
139,7.8,3.9,7,72900,3,0,-0.193738,0,0.2970292,129,259,121,1,18,51.406999,15292,890000,842013.783696964,-0.0539170969697036,0
165,7.3,4.2,7,59600,4,0,0.064622,1,0.7276594,72,250,143,0,74,51.453479,528,840000,794562.883301306,-0.0540918055936838,0
46.67,3.3,2.6,3,58400,4,1,-0.170764,0,0.456729,89,424,336,0,98,51.633235,10170,325000,307406.108802801,-0.0541350498375352,0
72,3,1.1,4,59500,6,0,0.100139,1,1.0433306,43,238,88,0,63,51.382127,11231,387000,365903.785710748,-0.0545121816259752,0
117.16,4.4,4.4,5,58600,6,0,-0.101355,1,0.5232188,50,195,195,0,76,51.342473,7887,595000,562294.416959424,-0.0549673664547489,0
50.9,2.9,1.6,3,60600,4,1,-0.191641,0,0.1528644,29,342,193,0,78,51.60904,15271,343000,324094.445071595,-0.0551182359428718,0
74,5.9,2.6,4,53500,4,1,-0.27091,0,0.4150952,70,448,195,0,59,51.600663,9856,436000,411831.07189068,-0.0554333213516507,0
105,4.2,1.8,5,46900,4,0,-0.027127,1,1.165125,84,227,96,0,16,51.614705,12613,510000,481670.412651014,-0.0555482104882072,0
133,5.6,2.4,8,55200,6,0,0.164536,1,0.5083052,59,241,101,0,44,51.467981,13297,595000,561508.887399705,-0.0562875842021772,0
93,2.3,0.8,5,54400,3,0,-0.052559,0,1.1297052,60,144,52,1,124,51.3457,2596,456000,430205.450687959,-0.0565669941053532,0
87,3.6,2.8,5,51700,1,1,-0.139699,0,0.6002724,99,233,182,0,8,51.486467,8603,810000,764122.679769932,-0.0566386669507017,0
58,2.7,1.4,3,59600,2,2,-0.183589,0,0.1037738,53,270,139,0,39,51.531668,9778,579000,546109.218363227,-0.0568061859011626,0
78,1.9,1.5,3,56200,5,0,-0.319372,1,1.6237182,33,139,108,0,10,51.440783,13635,448000,422310.889588563,-0.0573417643112437,0
44,1.5,0.9,2,56500,2,2,-0.187589,0,0.1000454,254,191,113,0,29,51.519176,8840,529000,498603.195879738,-0.0574608773539931,0
30,2.1,1.4,2,48000,3,0,0.008515,1,1.059487,57,409,280,0,33,51.441945,15593,223000,210070.397355482,-0.0579802809171213,0
43,3.1,2.1,2,51700,6,0,-0.483776,1,1.1912238,71,417,283,0,30,51.523684,11165,216000,203384.944656436,-0.0584030339979836,0
104,4.3,1.5,6,56500,4,0,0.092144,1,1.1893596,79,236,78,0,37,51.450419,2269,499000,469782.701529587,-0.0585517003415081,0
73,2.9,0.8,4,48100,6,1,0.270196,0,1.1303266,49,224,58,1,16,51.560303,12108,386000,363321.822379068,-0.0587517554946417,0
66,3,1,3,57200,5,0,-0.125081,1,0.7885566,73,258,80,0,40,51.372234,10931,352000,331287.460027938,-0.0588424431024492,0
94,4.7,2.6,5,57000,5,1,-0.345667,0,0.5163834,81,286,153,0,67,51.577453,6538,525000,493781.413482315,-0.0594639743194004,0
149,5,2.6,7,49000,6,0,0.214159,2,1.401257,76,176,88,0,11,51.525202,5336,535000,502845.248771191,-0.0601023387454374,0
47,1.9,0.3,3,53600,3,1,-0.160821,0,0.5331612,130,229,33,0,28,51.430525,2742,437000,410677.913460027,-0.0602336076429577,0
137,5.2,2.3,6,65200,5,0,-0.085373,1,0.3846466,68,216,93,0,30,51.651936,2758,768000,721547.362002089,-0.0604852057264463,0
48.51,4.3,3.8,3,54900,2,2,-0.117971,0,0.3162926,64,526,472,0,10,51.471957,3087,471000,442170.696148313,-0.0612087130609063,0
115,3.5,2.2,4,58700,6,0,-0.062312,1,1.4689896,160,171,104,0,169,51.321096,6223,501000,470304.056468789,-0.0612693483656904,0
79,3.3,1.2,4,59300,5,0,0.08772,1,0.7388446,93,218,77,0,37,51.438258,6240,442000,414891.70970326,-0.0613309735220365,0
98,6.6,2.4,5,67300,4,0,-0.228288,1,0.7046676,74,402,145,0,18,51.401196,7489,662000,621364.404858569,-0.0613830742317681,0
105,5.1,2.7,5,55700,6,0,0.106208,1,0.9022728,55,276,144,0,89,51.370328,5766,530000,497380.742474538,-0.0615457689159656,0
50,2.2,1.4,3,45400,5,0,-0.092234,1,0.6934824,69,239,154,1,55,51.384402,10788,251000,235477.901156797,-0.06184103124782,0
102,5.3,2.5,6,68000,5,0,-0.290094,1,0.4281446,141,269,117,0,12,51.416799,9732,777000,728682.331886977,-0.0621849010463616,0
